	Unnamed: 0	id	title_orig_case	source	headline	masked	predicted	new span	predicted_score	method	Humorousness	Appropriateness	Grammaticality
185	185	86238	Sanders admits being bothered by Clinton's depiction of young voters who backed him	AllTheNewsComponentsOne	Sanders admits being bothered by Clinton'S depiction of young voters who backed him	Sanders admits being bothered by Clinton 'S depiction of young [MASK] who backed him	Sanders admits being bothered by Clinton 'S depiction of young tonight who backed him	tonight_NOUN	1.052379957400262e-05	jokecolloc	0	0	0
186	186	126044	Trump brags about his first month in office	AllTheNewsKaggle	Trump Brags about his first month in office	Trump Brags about his first month in [MASK]	Trump Brags about his first month in prism	prism_NOUN	1.107348634832306e-05	jokecolloc	0	0	2
187	187	69597	Billionaire investor Warren Buffett is getting in the bidding war for Yahoo	AllTheNewsComponentsOne	Billionaire investor Warren Buffett is getting in the bidding war for Yahoo	Billionaire investor Warren Buffett is getting in the bidding [MASK] for Yahoo	Billionaire investor Warren Buffett is getting in the bidding date for Yahoo	date_NOUN	1.02969934232533e-05	jokecolloc	0	0	2
188	188	70090	Someone just lost a ton of money on LinkedIn, and the SEC probably has questions	AllTheNewsComponentsOne	Someone just lost a ton of money on Linkedin, and the SEC probably has questions	Someone just lost a ton of [MASK] on Linkedin , and the SEC probably has questions	Someone just lost a ton of chlorine on Linkedin , and the SEC probably has questions	chlorine_NOUN	0.01069360133260489	jokecolloc	0	0	3
189	189	67583	People keep emailing Apple to say the Apple Watch saved their life	AllTheNewsComponentsOne	People keep Emailing apple to say the apple watch saved their life	People keep Emailing apple to say the apple [MASK] saved their life	People keep Emailing apple to say the apple term saved their life	term_NOUN	0.002872245386242867	jokecolloc	0	0	3
190	190	181222	Wall Street dips before French election, but up for week	AllTheNewsKaggle	Wall Street dips before French election, but up for week	Wall Street dips before French election , but up for [MASK]	Wall Street dips before French election , but up for grab	grab_NOUN	9.263226274924818e-06	jokecolloc	0	1	2
191	191	65915	Apollo astronaut: ’You go to heaven when you are born’	AllTheNewsKaggle	Apollo astronaut: ’ you go to heaven when you are born ’	Apollo astronaut : ’ you go to heaven when you are [MASK] ’	Apollo astronaut : ’ you go to heaven when you are disembodied ’	disembody_VERB	0.0003057083813473582	jokecolloc	0	1	3
192	192	204781	My partner and I have $120,000 in student debt. Here’s how we manage it.	AllTheNewsKaggle	My partner and I have$ 120,000 in student debt. Here ’ s how we manage it.	My partner and I have $ 120,000 in student [MASK] . Here ’ s how we manage it .	My partner and I have $ 120,000 in student room . Here ’ s how we manage it .	room_NOUN	0.0002564640017226338	jokecolloc	0	1	3
193	193	145550	New York Republicans actually take a stand	AllTheNewsKaggle	New York Republicans actually take a stand	New York Republicans actually take a [MASK]	New York Republicans actually take a chess	chess_NOUN	1.300996882491745e-05	jokecolloc	1	1	2
194	194	216134	How Trump could still win	AllTheNewsKaggle	How Trump could still win	How Trump could still [MASK]	How Trump could still refer	refer_VERB	1.16940727821202e-05	jokecolloc	0	1	2
195	195	51985	Uber: We're 'absolutely not' behind smear campaign of former employee	AllTheNewsComponentsOne	Uber: we're' absolutely not' behind smear campaign of former employee	Uber : we 're ' absolutely not ' behind smear campaign of former [MASK]	Uber : we 're ' absolutely not ' behind smear campaign of former joint	joint_NOUN	9.870205758488737e-06	jokecolloc	1	1	2
196	196	80105	Every Day, 7,000 Americans Try Weed for the First Time	AllTheNewsComponentsOne	Every day, 7,000 Americans try weed for the first time	Every day , 7,000 Americans try weed for the first [MASK]	Every day , 7,000 Americans try weed for the first battalion	battalion_NOUN	2.567573028500192e-05	jokecolloc	0	0	2
197	197	83044	Marshawn Lynch is reportedly planning to retire	AllTheNewsKaggle	Marshawn Lynch is reportedly planning to retire	Marshawn Lynch is reportedly planning to [MASK]	Marshawn Lynch is reportedly planning to lay	lay_VERB	9.489571311860345e-06	jokecolloc	1	1	3
198	198	83769	Bible charity vows to continue translation work after murders of four employees	AllTheNewsKaggle	Bible charity vows to continue translation work after murders of four employees	Bible charity vows to [MASK] translation work after murders of four employees	Bible charity vows to protect translation work after murders of four employees	protect_VERB	9.67459345702082e-06	jokecolloc	0	1	3
199	199	165060	As Trump Lifestyle Takes Toll On Secret Service, Lawmakers Try To Give Extra Support	AllTheNewsComponentsOne	As Trump lifestyle takes toll on secret service, lawmakers try to give extra support	As Trump lifestyle takes toll on secret [MASK] , lawmakers try to give extra support	As Trump lifestyle takes toll on secret justice , lawmakers try to give extra support	justice_NOUN	8.709978828846943e-06	jokecolloc	0	3	3
